record_id,sample_original,sample_125,time_sec_original,time_sec_125,symbol,mapped_class,rhythm
108,23,8,0.06388888888888888,0.064,+,RHYTHM,(N
108,88,31,0.24444444444444444,0.248,N,N,
108,442,153,1.2277777777777779,1.224,N,N,
108,789,274,2.191666666666667,2.192,N,N,
108,1155,401,3.2083333333333335,3.208,N,N,
108,1493,518,4.147222222222222,4.144,N,N,
108,1821,632,5.058333333333334,5.056,N,N,
108,2157,749,5.991666666666666,5.992,N,N,
108,2517,874,6.991666666666666,6.992,N,N,
108,2889,1003,8.025,8.024,N,N,
108,3238,1124,8.994444444444444,8.992,N,N,
108,3593,1248,9.980555555555556,9.984,N,N,
108,3924,1362,10.9,10.896,N,N,
108,4105,1425,11.402777777777779,11.4,V,V,
108,4197,1457,11.658333333333333,11.656,x,OTHER,
108,4602,1598,12.783333333333333,12.784,N,N,
108,4971,1726,13.808333333333334,13.808,N,N,
108,5350,1858,14.86111111111111,14.864,N,N,
108,5715,1984,15.875,15.872,N,N,
108,6115,2123,16.98611111111111,16.984,N,N,
108,6479,2250,17.997222222222224,18.0,N,N,
108,6886,2391,19.127777777777776,19.128,N,N,
108,7287,2530,20.241666666666667,20.24,N,N,
108,7687,2669,21.352777777777778,21.352,N,N,
108,8056,2797,22.377777777777776,22.376,N,N,
108,8432,2928,23.42222222222222,23.424,N,N,
108,8804,3057,24.455555555555556,24.456,N,N,
108,9196,3193,25.544444444444444,25.544,N,N,
108,9586,3328,26.627777777777776,26.624,N,N,
108,9924,3446,27.566666666666666,27.568,~,OTHER,
108,9963,3459,27.675,27.672,N,N,
108,10325,3585,28.680555555555557,28.68,N,N,
108,10519,3652,29.219444444444445,29.216,~,OTHER,
108,10696,3714,29.711111111111112,29.712,N,N,
108,10876,3776,30.211111111111112,30.208,V,V,
108,11000,3819,30.555555555555557,30.552,x,OTHER,
108,11453,3977,31.81388888888889,31.816,N,N,
108,11819,4104,32.830555555555556,32.832,N,N,
108,12174,4227,33.81666666666667,33.816,N,N,
108,12509,4343,34.74722222222222,34.744,N,N,
108,12856,4464,35.71111111111111,35.712,N,N,
108,13236,4596,36.766666666666666,36.768,N,N,
108,13644,4738,37.9,37.904,N,N,
108,14073,4886,39.09166666666667,39.088,N,N,
108,14467,5023,40.18611111111111,40.184,N,N,
108,14847,5155,41.24166666666667,41.24,N,N,
108,15222,5285,42.28333333333333,42.28,N,N,
108,15620,5424,43.388888888888886,43.392,N,N,
108,16018,5562,44.49444444444445,44.496,N,N,
108,16403,5695,45.56388888888889,45.56,N,N,
108,16788,5829,46.63333333333333,46.632,N,N,
108,17161,5959,47.669444444444444,47.672,N,N,
108,17534,6088,48.705555555555556,48.704,N,N,
108,17932,6226,49.81111111111111,49.808,N,N,
108,18327,6364,50.90833333333333,50.912,N,N,
108,18685,6488,51.90277777777778,51.904,N,N,
108,19045,6613,52.90277777777778,52.904,N,N,
108,19416,6742,53.93333333333333,53.936,N,N,
108,19802,6876,55.00555555555555,55.008,N,N,
108,20193,7011,56.09166666666667,56.088,N,N,
108,20586,7148,57.18333333333333,57.184,N,N,
108,20942,7272,58.172222222222224,58.176,N,N,
108,21308,7399,59.18888888888889,59.192,N,N,
108,21676,7526,60.21111111111111,60.208,N,N,
108,22054,7658,61.26111111111111,61.264,N,N,
108,22427,7787,62.297222222222224,62.296,N,N,
108,22794,7915,63.31666666666667,63.32,N,N,
108,23189,8052,64.41388888888889,64.416,N,N,
108,23610,8198,65.58333333333333,65.584,N,N,
108,24037,8346,66.76944444444445,66.768,N,N,
108,24454,8491,67.92777777777778,67.928,N,N,
108,24850,8628,69.02777777777777,69.024,N,N,
108,25232,8761,70.08888888888889,70.088,N,N,
108,25617,8895,71.15833333333333,71.16,N,N,
108,25991,9025,72.19722222222222,72.2,N,N,
108,26386,9162,73.29444444444445,73.296,N,N,
108,26787,9301,74.40833333333333,74.408,N,N,
108,27181,9438,75.50277777777778,75.504,N,N,
108,27545,9564,76.51388888888889,76.512,N,N,
108,27926,9697,77.57222222222222,77.576,N,N,
108,28313,9831,78.64722222222223,78.648,N,N,
108,28717,9971,79.76944444444445,79.768,N,N,
108,29100,10104,80.83333333333333,80.832,N,N,
108,29455,10227,81.81944444444444,81.816,N,N,
108,29796,10346,82.76666666666667,82.768,N,N,
108,30150,10469,83.75,83.752,N,N,
108,30545,10606,84.84722222222223,84.848,N,N,
108,30976,10756,86.04444444444445,86.048,N,N,
108,31420,10910,87.27777777777777,87.28,N,N,
108,31855,11061,88.48611111111111,88.488,N,N,
108,32262,11202,89.61666666666666,89.616,N,N,
108,32698,11353,90.82777777777778,90.824,N,N,
108,33121,11500,92.00277777777778,92.0,N,N,
108,33513,11636,93.09166666666667,93.088,N,N,
108,33889,11767,94.1361111111111,94.136,N,N,
108,34259,11895,95.16388888888889,95.16,N,N,
108,34625,12023,96.18055555555556,96.184,N,N,
108,35018,12159,97.27222222222223,97.272,N,N,
108,35414,12297,98.37222222222222,98.376,N,N,
108,35764,12418,99.34444444444445,99.344,N,N,
108,36115,12540,100.31944444444444,100.32,N,N,
108,36473,12664,101.31388888888888,101.312,N,N,
108,36849,12795,102.35833333333333,102.36,N,N,
108,37297,12950,103.60277777777777,103.6,N,N,
108,37781,13118,104.94722222222222,104.944,N,N,
108,38198,13263,106.10555555555555,106.104,N,N,
108,38590,13399,107.19444444444444,107.192,N,N,
108,38991,13539,108.30833333333334,108.312,N,N,
108,39388,13676,109.41111111111111,109.408,N,N,
108,39780,13812,110.5,110.496,N,N,
108,40170,13948,111.58333333333333,111.584,N,N,
108,40538,14076,112.60555555555555,112.608,N,N,
108,40915,14207,113.65277777777777,113.656,N,N,
108,41308,14343,114.74444444444444,114.744,N,N,
108,41701,14480,115.83611111111111,115.84,N,N,
108,42092,14615,116.92222222222222,116.92,N,N,
108,42468,14746,117.96666666666667,117.968,N,N,
108,42839,14875,118.99722222222222,119.0,N,N,
108,43221,15007,120.05833333333334,120.056,N,N,
108,43618,15145,121.16111111111111,121.16,N,N,
108,44008,15281,122.24444444444444,122.248,N,N,
108,44391,15414,123.30833333333334,123.312,N,N,
108,44777,15548,124.38055555555556,124.384,N,N,
108,45147,15676,125.40833333333333,125.408,N,N,
108,45518,15805,126.43888888888888,126.44,N,N,
108,45906,15940,127.51666666666667,127.52,N,N,
108,46305,16078,128.625,128.624,N,N,
108,46506,16148,129.18333333333334,129.184,~,OTHER,
108,46660,16201,129.61111111111111,129.608,N,N,
108,47006,16322,130.57222222222222,130.576,N,N,
108,47352,16442,131.53333333333333,131.536,N,N,
108,47727,16572,132.575,132.576,N,N,
108,48194,16734,133.87222222222223,133.872,N,N,
108,48638,16888,135.10555555555555,135.104,N,N,
108,49009,17017,136.13611111111112,136.136,N,N,
108,49153,17067,136.5361111111111,136.536,~,OTHER,
108,49393,17150,137.20277777777778,137.2,N,N,
108,49480,17181,137.44444444444446,137.448,~,OTHER,
108,49781,17285,138.28055555555557,138.28,N,N,
108,50177,17423,139.38055555555556,139.384,N,N,
108,50545,17550,140.40277777777777,140.4,N,N,
108,50914,17678,141.42777777777778,141.424,N,N,
108,51267,17801,142.40833333333333,142.408,N,N,
108,51623,17925,143.3972222222222,143.4,N,N,
108,52009,18059,144.46944444444443,144.472,N,N,
108,52396,18193,145.54444444444445,145.544,N,N,
108,52775,18325,146.59722222222223,146.6,N,N,
108,53149,18455,147.63611111111112,147.64,N,N,
108,53501,18577,148.61388888888888,148.616,N,N,
108,53865,18703,149.625,149.624,N,N,
108,54260,18840,150.72222222222223,150.72,N,N,
108,54662,18980,151.8388888888889,151.84,N,N,
108,55039,19111,152.88611111111112,152.888,N,N,
108,55411,19240,153.91944444444445,153.92,N,N,
108,55782,19369,154.95,154.952,N,N,
108,56173,19505,156.0361111111111,156.04,N,N,
108,56565,19641,157.125,157.128,N,N,
108,56968,19781,158.24444444444444,158.248,N,N,
108,57329,19906,159.24722222222223,159.248,N,N,
108,57712,20039,160.3111111111111,160.312,N,N,
108,58080,20167,161.33333333333334,161.336,N,N,
108,58484,20307,162.45555555555555,162.456,N,N,
108,58867,20440,163.51944444444445,163.52,N,N,
108,59289,20586,164.69166666666666,164.688,N,N,
108,59649,20711,165.69166666666666,165.688,N,N,
108,60002,20834,166.67222222222222,166.672,N,N,
108,60370,20962,167.69444444444446,167.696,N,N,
108,60787,21107,168.8527777777778,168.856,N,N,
108,61180,21243,169.94444444444446,169.944,N,N,
108,61581,21382,171.05833333333334,171.056,N,N,
108,61953,21511,172.09166666666667,172.088,N,N,
108,62322,21640,173.11666666666667,173.12,N,N,
108,62698,21770,174.1611111111111,174.16,N,N,
108,63108,21912,175.3,175.296,N,N,
108,63491,22045,176.36388888888888,176.36,N,N,
108,63872,22178,177.42222222222222,177.424,N,N,
108,64247,22308,178.4638888888889,178.464,N,N,
108,64615,22436,179.48611111111111,179.488,N,N,
108,64995,22568,180.54166666666666,180.544,N,N,
108,65393,22706,181.6472222222222,181.648,N,N,
108,65792,22844,182.75555555555556,182.752,N,N,
108,66159,22972,183.775,183.776,N,N,
108,66541,23105,184.8361111111111,184.84,N,N,
108,66912,23233,185.86666666666667,185.864,N,N,
108,67296,23367,186.93333333333334,186.936,N,N,
108,67685,23502,188.01388888888889,188.016,N,N,
108,68075,23637,189.09722222222223,189.096,N,N,
108,68451,23768,190.14166666666668,190.144,N,N,
108,68799,23889,191.10833333333332,191.112,N,N,
108,69173,24018,192.1472222222222,192.144,N,N,
108,69528,24142,193.13333333333333,193.136,N,N,
108,69921,24278,194.225,194.224,N,N,
108,70276,24401,195.2111111111111,195.208,N,N,
108,70727,24558,196.4638888888889,196.464,N,N,
108,71158,24708,197.6611111111111,197.664,N,N,
108,71628,24871,198.96666666666667,198.968,N,N,
108,72057,25020,200.15833333333333,200.16,N,N,
108,72458,25159,201.2722222222222,201.272,N,N,
108,72839,25291,202.33055555555555,202.328,N,N,
108,73220,25424,203.38888888888889,203.392,N,N,
108,73604,25557,204.45555555555555,204.456,N,N,
108,74004,25696,205.56666666666666,205.568,N,N,
108,74393,25831,206.6472222222222,206.648,N,N,
108,74779,25965,207.71944444444443,207.72,N,N,
108,75132,26088,208.7,208.704,N,N,
108,75511,26219,209.75277777777777,209.752,N,N,
108,75893,26352,210.8138888888889,210.816,N,N,
108,76309,26496,211.96944444444443,211.968,N,N,
108,76703,26633,213.0638888888889,213.064,N,N,
108,77062,26758,214.0611111111111,214.064,N,N,
108,77435,26887,215.09722222222223,215.096,N,N,
108,77829,27024,216.19166666666666,216.192,N,N,
108,78197,27152,217.2138888888889,217.216,N,N,
108,78330,27198,217.58333333333334,217.584,~,OTHER,
108,78592,27289,218.3111111111111,218.312,N,N,
108,78977,27423,219.38055555555556,219.384,N,N,
108,79338,27548,220.38333333333333,220.384,N,N,
108,79724,27682,221.45555555555555,221.456,N,N,
108,80112,27817,222.53333333333333,222.536,N,N,
108,80492,27949,223.5888888888889,223.592,N,N,
108,80860,28076,224.61111111111111,224.608,N,N,
108,81217,28200,225.6027777777778,225.6,N,N,
108,81557,28318,226.54722222222222,226.544,N,N,
108,81901,28438,227.50277777777777,227.504,N,N,
108,82281,28570,228.55833333333334,228.56,N,N,
108,82675,28707,229.65277777777777,229.656,N,N,
108,83134,28866,230.92777777777778,230.928,N,N,
108,83545,29009,232.06944444444446,232.072,N,N,
108,83824,29106,232.84444444444443,232.848,V,V,
108,84360,29292,234.33333333333334,234.336,N,N,
108,84809,29448,235.58055555555555,235.584,N,N,
108,85225,29592,236.73611111111111,236.736,N,N,
108,85583,29716,237.73055555555555,237.728,N,N,
108,85966,29849,238.79444444444445,238.792,N,N,
108,86317,29971,239.76944444444445,239.768,N,N,
108,86710,30108,240.86111111111111,240.864,N,N,
108,87078,30235,241.88333333333333,241.88,N,N,
108,87466,30370,242.9611111111111,242.96,N,N,
108,87837,30499,243.99166666666667,243.992,N,N,
108,88216,30631,245.04444444444445,245.048,N,N,
108,88598,30763,246.10555555555555,246.104,N,N,
108,88987,30898,247.1861111111111,247.184,N,N,
108,89411,31045,248.36388888888888,248.36,N,N,
108,89517,31082,248.65833333333333,248.656,~,OTHER,
108,89812,31185,249.4777777777778,249.48,N,N,
108,90197,31318,250.54722222222222,250.544,N,N,
108,90563,31445,251.5638888888889,251.56,N,N,
108,90960,31583,252.66666666666666,252.664,N,N,
108,91358,31722,253.7722222222222,253.776,N,N,
108,91751,31858,254.86388888888888,254.864,N,N,
108,92122,31987,255.89444444444445,255.896,N,N,
108,92493,32116,256.925,256.928,N,N,
108,92866,32245,257.9611111111111,257.96,N,N,
108,93264,32383,259.06666666666666,259.064,N,N,
108,93626,32509,260.0722222222222,260.072,N,N,
108,94006,32641,261.1277777777778,261.128,N,N,
108,94366,32766,262.1277777777778,262.128,N,N,
108,94731,32893,263.14166666666665,263.144,N,N,
108,95073,33011,264.09166666666664,264.088,N,N,
108,95449,33142,265.1361111111111,265.136,N,N,
108,95873,33289,266.31388888888887,266.312,N,N,
108,96330,33448,267.5833333333333,267.584,N,N,
108,96765,33599,268.7916666666667,268.792,N,N,
108,97144,33731,269.84444444444443,269.848,N,N,
108,97198,33749,269.99444444444447,269.992,|,OTHER,
108,97562,33876,271.00555555555553,271.008,N,N,
108,97981,34021,272.1694444444444,272.168,N,N,
108,98352,34150,273.2,273.2,N,N,
108,98705,34273,274.18055555555554,274.184,N,N,
108,99067,34398,275.18611111111113,275.184,N,N,
108,99443,34529,276.23055555555555,276.232,N,N,
108,99837,34666,277.325,277.328,N,N,
108,100213,34796,278.36944444444447,278.368,N,N,
108,100582,34924,279.39444444444445,279.392,N,N,
108,100944,35050,280.4,280.4,N,N,
108,101307,35176,281.40833333333336,281.408,N,N,
108,101669,35302,282.4138888888889,282.416,N,N,
108,102038,35430,283.43888888888887,283.44,N,N,
108,102402,35556,284.45,284.448,N,N,
108,102775,35686,285.4861111111111,285.488,N,N,
108,103219,35840,286.71944444444443,286.72,N,N,
108,103622,35980,287.8388888888889,287.84,N,N,
108,104043,36126,289.0083333333333,289.008,N,N,
108,104459,36270,290.1638888888889,290.16,N,N,
108,104843,36404,291.23055555555555,291.232,N,N,
108,105227,36537,292.2972222222222,292.296,N,N,
108,105602,36667,293.3388888888889,293.336,N,N,
108,105983,36800,294.39722222222224,294.4,N,N,
108,106382,36938,295.50555555555553,295.504,N,N,
108,106797,37082,296.65833333333336,296.656,N,N,
108,107176,37214,297.7111111111111,297.712,N,N,
108,107330,37267,298.1388888888889,298.136,V,V,
108,107593,37359,298.86944444444447,298.872,N,N,
108,107948,37482,299.85555555555555,299.856,N,N,
108,108340,37618,300.94444444444446,300.944,N,N,
108,108737,37756,302.0472222222222,302.048,N,N,
108,109143,37897,303.175,303.176,N,N,
108,109534,38033,304.2611111111111,304.264,N,N,
108,109890,38156,305.25,305.248,N,N,
108,110301,38299,306.39166666666665,306.392,N,N,
108,110713,38442,307.5361111111111,307.536,N,N,
108,111101,38577,308.6138888888889,308.616,N,N,
108,111501,38716,309.725,309.728,N,N,
108,111863,38841,310.73055555555555,310.728,N,N,
108,112247,38975,311.7972222222222,311.8,N,N,
108,112653,39116,312.925,312.928,N,N,
108,113049,39253,314.025,314.024,N,N,
108,113436,39388,315.1,315.104,N,N,
108,113820,39521,316.1666666666667,316.168,N,N,
108,114200,39653,317.22222222222223,317.224,N,N,
108,114572,39782,318.25555555555553,318.256,N,N,
108,114991,39927,319.4194444444444,319.416,N,N,
108,115379,40062,320.4972222222222,320.496,N,N,
108,115770,40198,321.5833333333333,321.584,N,N,
108,116143,40327,322.61944444444447,322.616,N,N,
108,116524,40460,323.6777777777778,323.68,N,N,
108,116894,40588,324.7055555555556,324.704,N,N,
108,117314,40734,325.8722222222222,325.872,N,N,
108,117581,40827,326.6138888888889,326.616,|,OTHER,
108,117713,40873,326.98055555555555,326.984,N,N,
108,118096,41006,328.0444444444444,328.048,N,N,
108,118478,41138,329.10555555555555,329.104,N,N,
108,118872,41275,330.2,330.2,N,N,
108,119262,41410,331.28333333333336,331.28,N,N,
108,119678,41555,332.43888888888887,332.44,N,N,
108,120058,41687,333.49444444444447,333.496,N,N,
108,120427,41815,334.51944444444445,334.52,N,N,
108,120815,41950,335.59722222222223,335.6,N,N,
108,121217,42089,336.7138888888889,336.712,N,N,
108,121398,42152,337.21666666666664,337.216,|,OTHER,
108,121617,42228,337.825,337.824,N,N,
108,122010,42365,338.9166666666667,338.92,N,N,
108,122401,42500,340.0027777777778,340.0,N,N,
108,122743,42619,340.9527777777778,340.952,N,N,
108,123110,42747,341.97222222222223,341.976,N,N,
108,123491,42879,343.03055555555557,343.032,N,N,
108,123889,43017,344.1361111111111,344.136,N,N,
108,124265,43148,345.18055555555554,345.184,N,N,
108,124640,43278,346.22222222222223,346.224,N,N,
108,124999,43402,347.21944444444443,347.216,N,N,
108,125381,43535,348.28055555555557,348.28,N,N,
108,125766,43669,349.35,349.352,N,N,
108,126170,43809,350.47222222222223,350.472,N,N,
108,126542,43938,351.50555555555553,351.504,N,N,
108,126926,44072,352.5722222222222,352.576,N,N,
108,127308,44204,353.6333333333333,353.632,N,N,
108,127684,44335,354.6777777777778,354.68,N,N,
108,128085,44474,355.7916666666667,355.792,N,N,
108,128499,44618,356.94166666666666,356.944,N,N,
108,128859,44743,357.94166666666666,357.944,N,N,
108,129253,44880,359.0361111111111,359.04,N,N,
108,129627,45009,360.075,360.072,N,N,
108,130018,45145,361.1611111111111,361.16,N,N,
108,130421,45285,362.28055555555557,362.28,N,N,
108,130809,45420,363.35833333333335,363.36,N,N,
108,131189,45552,364.4138888888889,364.416,N,N,
108,131556,45679,365.43333333333334,365.432,N,N,
108,131950,45816,366.52777777777777,366.528,N,N,
108,132342,45952,367.6166666666667,367.616,N,N,
108,132736,46089,368.7111111111111,368.712,N,N,
108,133099,46215,369.71944444444443,369.72,N,N,
108,133456,46339,370.7111111111111,370.712,N,N,
108,133796,46457,371.65555555555557,371.656,N,N,
108,134161,46584,372.6694444444444,372.672,N,N,
108,134542,46716,373.72777777777776,373.728,N,N,
108,134927,46850,374.7972222222222,374.8,N,N,
108,135408,47017,376.1333333333333,376.136,N,N,
108,135847,47169,377.35277777777776,377.352,N,N,
108,136258,47312,378.49444444444447,378.496,N,N,
108,136659,47451,379.60833333333335,379.608,N,N,
108,137075,47595,380.7638888888889,380.76,N,N,
108,137448,47725,381.8,381.8,N,N,
108,137830,47858,382.8611111111111,382.864,N,N,
108,138216,47992,383.93333333333334,383.936,N,N,
108,138599,48125,384.9972222222222,385.0,N,N,
108,139014,48269,386.15,386.152,N,N,
108,139400,48403,387.22222222222223,387.224,N,N,
108,139773,48532,388.2583333333333,388.256,N,N,
108,140149,48663,389.3027777777778,389.304,N,N,
108,140538,48798,390.3833333333333,390.384,N,N,
108,140940,48938,391.5,391.504,N,N,
108,141329,49073,392.5805555555556,392.584,N,N,
108,141718,49208,393.6611111111111,393.664,N,N,
108,142094,49338,394.7055555555556,394.704,N,N,
108,142469,49468,395.7472222222222,395.744,N,N,
108,142884,49612,396.9,396.896,N,N,
108,143288,49753,398.02222222222224,398.024,N,N,
108,143692,49893,399.14444444444445,399.144,N,N,
108,144080,50028,400.22222222222223,400.224,N,N,
108,144465,50161,401.2916666666667,401.288,N,N,
108,144847,50294,402.35277777777776,402.352,N,N,
108,145268,50440,403.52222222222224,403.52,N,N,
108,145670,50580,404.6388888888889,404.64,N,N,
108,146060,50715,405.72222222222223,405.72,N,N,
108,146459,50854,406.8305555555556,406.832,N,N,
108,146841,50986,407.89166666666665,407.888,N,N,
108,147252,51129,409.03333333333336,409.032,N,N,
108,147663,51272,410.175,410.176,N,N,
108,148070,51413,411.30555555555554,411.304,N,N,
108,148451,51545,412.3638888888889,412.36,N,N,
108,148842,51681,413.45,413.448,N,N,
108,149237,51818,414.5472222222222,414.544,N,N,
108,149641,51959,415.6694444444444,415.672,N,N,
108,150057,52103,416.825,416.824,N,N,
108,150445,52238,417.90277777777777,417.904,N,N,
108,150825,52370,418.9583333333333,418.96,N,N,
108,151220,52507,420.05555555555554,420.056,N,N,
108,151612,52643,421.14444444444445,421.144,N,N,
108,152019,52784,422.275,422.272,N,N,
108,152405,52918,423.34722222222223,423.344,N,N,
108,152788,53051,424.4111111111111,424.408,N,N,
108,153143,53175,425.39722222222224,425.4,N,N,
108,153537,53311,426.4916666666667,426.488,N,N,
108,153921,53445,427.55833333333334,427.56,N,N,
108,154306,53578,428.6277777777778,428.624,N,N,
108,154673,53706,429.64722222222224,429.648,N,N,
108,155043,53834,430.675,430.672,N,N,
108,155415,53964,431.7083333333333,431.712,N,N,
108,155798,54097,432.77222222222224,432.776,N,N,
108,156213,54241,433.925,433.928,N,N,
108,156583,54369,434.9527777777778,434.952,N,N,
108,156945,54495,435.9583333333333,435.96,N,N,
108,157319,54625,436.9972222222222,437.0,N,N,
108,157701,54757,438.05833333333334,438.056,N,N,
108,158079,54889,439.10833333333335,439.112,N,N,
108,158473,55025,440.2027777777778,440.2,N,N,
108,158842,55153,441.22777777777776,441.224,N,N,
108,159200,55278,442.22222222222223,442.224,N,N,
108,159558,55402,443.21666666666664,443.216,N,N,
108,159958,55541,444.3277777777778,444.328,N,N,
108,160448,55711,445.68888888888887,445.688,N,N,
108,160892,55865,446.9222222222222,446.92,N,N,
108,161290,56003,448.02777777777777,448.024,N,N,
108,161684,56140,449.1222222222222,449.12,N,N,
108,162001,56250,450.0027777777778,450.0,~,OTHER,
108,162064,56272,450.1777777777778,450.176,N,N,
108,162463,56411,451.2861111111111,451.288,N,N,
108,162838,56541,452.3277777777778,452.328,N,N,
108,163040,56611,452.8888888888889,452.888,~,OTHER,
108,163229,56677,453.4138888888889,453.416,N,N,
108,163582,56799,454.39444444444445,454.392,N,N,
108,163942,56924,455.39444444444445,455.392,N,N,
108,164329,57059,456.46944444444443,456.472,N,N,
108,164722,57195,457.56111111111113,457.56,N,N,
108,165111,57330,458.64166666666665,458.64,N,N,
108,165493,57463,459.7027777777778,459.704,N,N,
108,165870,57594,460.75,460.752,N,N,
108,166247,57725,461.7972222222222,461.8,N,N,
108,166630,57858,462.8611111111111,462.864,N,N,
108,167033,57998,463.98055555555555,463.984,N,N,
108,167119,58027,464.21944444444443,464.216,|,OTHER,
108,167420,58132,465.05555555555554,465.056,N,N,
108,167784,58258,466.06666666666666,466.064,N,N,
108,168145,58384,467.06944444444446,467.072,N,N,
108,168523,58515,468.11944444444447,468.12,N,N,
108,168905,58648,469.18055555555554,469.184,N,N,
108,169304,58786,470.2888888888889,470.288,N,N,
108,169686,58919,471.35,471.352,N,N,
108,170047,59044,472.35277777777776,472.352,N,N,
108,170425,59175,473.40277777777777,473.4,N,N,
108,170801,59306,474.4472222222222,474.448,N,N,
108,171188,59440,475.52222222222224,475.52,N,N,
108,171581,59577,476.6138888888889,476.616,N,N,
108,171955,59707,477.65277777777777,477.656,N,N,
108,172326,59835,478.68333333333334,478.68,N,N,
108,172683,59959,479.675,479.672,N,N,
108,173070,60094,480.75,480.752,N,N,
108,173452,60226,481.81111111111113,481.808,N,N,
108,173824,60356,482.84444444444443,482.848,N,N,
108,174185,60481,483.84722222222223,483.848,N,N,
108,174536,60603,484.8222222222222,484.824,N,N,
